"LabCode/Ref","Site (from main datasheet + 14c-palaeolithic)","Site_ID (from main datasheet)","Layer/Context (from main datasheet)","Additional info on layer/context not originally in the datasheet","TaxUnit (from main datasheet)","Conv_C14_date","Conv_std","AMS_C14_date","AMS_Pm/Std","OSL/TL date","Std-dev","Dated material","Dated species","Informaton on pretreatment","Source (Database/Literature)","Org. Lit. Reference (if given)","Other comments/observation",
"ETH-14920","Altwasserhoehle","Altwasser","OK Schicht C; UK Schicht B",,"Epigravettiano recente",10000,100,,,,,"bone"," cf. Capra ibex",,"Radiocarbon Palaeolithic Europe Database v27","Jagher, et al. 1997. Le Tensorer J.-M. 1998. Le Paléolithique en Suisse. J. Millon.","long bone fragment intentionally broken",
"OxA-1902","Three Ways Warf","ThreeWaysWharfA,TheeWaysWharfA,ThreeWaysWharfC,TheeWaysWharfC,ThreeWaysWharfCEast,ThreeWaysWharfCWest","Scatters A and C",,"Late Glacial site  Ahrensburgian",,,10010,120,,,"mandible","horse ",,"Radiocarbon Palaeolithic Europe Database v27","Lewis J. 1991. In Barton, A.J. Roberts & D.A. Roe. CBA Reserach Report , London: 246-255. Conneller C. 2007.  Oxford Journal of Archaeology 26(3) 215-237. Jacobi R.M. e.a. 2009. QSR 28: 1895-1913. Conneller C; 2015. papaers in Honour of Roger Facobi.",,
"OxA-5692","Kent's Cavern","KentsCavern","Black band and cave earth",,"Late? Upper Palaeolithic (Creswellian)",,,12250,110,,,"metacarpal ","Horse",,"Radiocarbon Palaeolithic Europe Database v27","Archaeometry 38, 2 (1996) 391 - 415","1855, 2/60/1'/IL",
"AA-41882","Le Closeau","LeCloseauLocus46","lower",,"Ancient Azilian",,,12248,66,,,"metacarpus 5 ","Lion",,"Radiocarbon Palaeolithic Europe Database v27","Mevel L. 2013. BSPF 110: 657-689.",,
"Poz-20370","Zigeunerfels (Schicht E,Schicht D)","ZigeunerfelsDE","E, D","E","Early curved backed point",,,11950,50,,,"metapodial fragment ","Artiodacgtyla",,"Radiocarbon Palaeolithic Europe Database v27","Weber J.M. e.a. 2010 QI doi:10.1016/j.quaint.2010.12.002.",,
"OxA-25284","Kůlna Cave","Kulna4",4,,"Magdalenian, Epi-Magdalenian",,,11820,50,,,"metatarsus","Alces alces,  ",,"Radiocarbon Palaeolithic Europe Database v27","Valoch K.2001. Jahrbuch des Romisch-Germanischen Zentralmuseums Mainz 48: 103-162.. 311. Bronk Ramsey C. e.a. Archaeometry 57, 1 (2015) 177-216.  Nerudova Z. e.a. Archäologisches korrespondenzblatt 44 ·   2014; 372","K2011003from A, 7f=P/VII, K-215/61",
"OxA-25285","Kůlna Cave","Kulna4",4,,"Magdalenian, Epi-Magdalenian",,,11770,55,,,"metatarsus ","Alces alces, ",,"Radiocarbon Palaeolithic Europe Database v27","Valoch K.2001. Jahrbuch des Romisch-Germanischen Zentralmuseums Mainz 48: 103-162.. 311. Bronk Ramsey C. e.a. Archaeometry 57, 1 (2015) 177-216.  Nerudova Z. e.a. Archäologisches korrespondenzblatt 44 ·   2014; 372","K+130/61 fromA, 1a=T/XIII",
"OxA-1788","Three Ways Warf","ThreeWaysWharfA,TheeWaysWharfA,ThreeWaysWharfC,TheeWaysWharfC,ThreeWaysWharfCEast,ThreeWaysWharfCWest","Scatters A and C",,"Late Glacial site  Ahrensburgian",,,10270,100,,,"molar","Equus ferus",,"Radiocarbon Palaeolithic Europe Database v27","Lewis J. 1991. In Barton, A.J. Roberts & D.A. Roe. CBA Reserach Report , London: 246-255. Conneller C. 2007.  Oxford Journal of Archaeology 26(3) 215-237. Jacobi R.M. e.a. 2009. QSR 28: 1895-1913. Conneller C; 2015. papaers in Honour of Roger Facobi.",,
"MC-1478","Balma de Gai","NA","Unit I.3",,"Sauveterrian/Sauveterroid",9860,400,,,,,"NA","NA",,"CALPAL Database","Van Willigen 2006","""capa 1"" in the original database which should be the correct context",
"H-31/67","Poggenwisch D","Poggenwisch",,,"Classic Hamburgian",13050,200,,,,,"organic fraction in bone",,,"Radiocarbon Palaeolithic Europe Database v27","Lanting J.N.,Van der Plicht J., I996, De 14 C-Chronologie van de Nederlandse Pre-en Protohistorie, I: Laat-Palaeolithicum. Palaeohistoria 37/38: 7I-125.Hamburgian. Valentin B. 2007. http://lara.inist.fr/bitstream/2332/1360/1/PCRTardi2007.pdf;",,
"H-31/67","Poggenwisch D","Poggenwisch",,,"Classic Hamburgian",13050,200,,,,,"organic fraction in bone",,,"Radiocarbon Palaeolithic Europe Database v27","Lanting J.N.,Van der Plicht J., I996, De 14 C-Chronologie van de Nederlandse Pre-en Protohistorie, I: Laat-Palaeolithicum. Palaeohistoria 37/38: 7I-125.Hamburgian. Valentin B. 2007. http://lara.inist.fr/bitstream/2332/1360/1/PCRTardi2007.pdf;",,
"H-31/67","Poggenwisch D","Poggenwisch",,,"Classic Hamburgian",13050,200,,,,,"organic fraction in bone",,,"Radiocarbon Palaeolithic Europe Database v27","Lanting J.N.,Van der Plicht J., I996, De 14 C-Chronologie van de Nederlandse Pre-en Protohistorie, I: Laat-Palaeolithicum. Palaeohistoria 37/38: 7I-125.Hamburgian. Valentin B. 2007. http://lara.inist.fr/bitstream/2332/1360/1/PCRTardi2007.pdf;",,
"H-32/118C","Poggenwisch D","Poggenwisch",,,"Classic Hamburgian",12850,500,,,,,"organic fraction in chalk-gyttja",,,"Radiocarbon Palaeolithic Europe Database v27","Lanting J.N.,Van der Plicht J., I996, De 14 C-Chronologie van de Nederlandse Pre-en Protohistorie, I: Laat-Palaeolithicum. Palaeohistoria 37/38: 7I-125.Hamburgian. Valentin B. 2007. http://lara.inist.fr/bitstream/2332/1360/1/PCRTardi2007.pdf;"," obtained by acid treatment and dialyse (same as 118a)",
"H-32/118C","Poggenwisch D","Poggenwisch",,,"Classic Hamburgian",12850,500,,,,,"organic fraction in chalk-gyttja ",,,"Radiocarbon Palaeolithic Europe Database v27","Lanting J.N.,Van der Plicht J., I996, De 14 C-Chronologie van de Nederlandse Pre-en Protohistorie, I: Laat-Palaeolithicum. Palaeohistoria 37/38: 7I-125.Hamburgian. Valentin B. 2007. http://lara.inist.fr/bitstream/2332/1360/1/PCRTardi2007.pdf;","obtained by acid treatment and dialyse (same as 118a)",
"H-32/118C","Poggenwisch D","Poggenwisch",,,"Classic Hamburgian",12850,500,,,,,"organic fraction in chalk-gyttja ",,,"Radiocarbon Palaeolithic Europe Database v27","Lanting J.N.,Van der Plicht J., I996, De 14 C-Chronologie van de Nederlandse Pre-en Protohistorie, I: Laat-Palaeolithicum. Palaeohistoria 37/38: 7I-125.Hamburgian. Valentin B. 2007. http://lara.inist.fr/bitstream/2332/1360/1/PCRTardi2007.pdf;","obtained by acid treatment and dialyse (same as 118a)",
"Beta-155710","Peña de Estebanvela","NA","Unit III",,"Final Magdalenian",,,12270,40,,,"organic sediments ",,,"Radiocarbon Palaeolithic Europe Database v27","CachoC. 2003  Zl registro arqueologico del Pleistoceno superior final en el Abrigo de la Pena de Estebanvela. XI reunion nacional de cuaternario. Cacho C. e.a. 2010.Novedades del siglo XXI, Barcelona: 115-136. Cacho 2012.QI.","from the upper part of the layer",
"Beta-155118","Peña de Estebanvela","NA","Unit III",,"Final Magdalenian",,,12360,50,,,"organic sediments ",,,"Radiocarbon Palaeolithic Europe Database v27","CachoC. 2003  Zl registro arqueologico del Pleistoceno superior final en el Abrigo de la Pena de Estebanvela. XI reunion nacional de cuaternario. Cacho C. e.a. 2010.Novedades del siglo XXI, Barcelona: 115-136. Cacho 2012.QI.","from the upper part of the layer",
,"Krogsboelle","NA",,,"Hamburgian",,,,,14300,1100,"OSL",,,"Riede et al. 2019","Riede et al. 2019",,"OSL date"
"ETH-8301","Grotte de Bichon","GrottedeBichon",,,"Final Palaeolithic, Azilian",,,11680,120,,,"phalange","Ursus",,"Radiocarbon Palaeolithic Europe Database v27","Morel, P. 1992. David G. 1996. Gallia Prehistoire 38: 111-248. F.-X. Chauvière (Ed.), La grotte du Bichon. Un site préhistorique des montagnes neuchâteloises, Neuchâtel, Office et musée cantonal d'archéologie, Hauterive (2008)",,
"GrA-16563","Nadap","Nadap","Cultural layer 7 - sandy slope loess",,"Late Epigravettian",,,13050,70,,,"Phalange","Horse",,"Radiocarbon Palaeolithic Europe Database v27","Verpoorte A. 2004. Antiquity 300: 257-267."," no cutmarks",
"Lod-142","Kochlew 1","Kochlew1",,,"Ahrensburgian, Swiderian, tanged point complex",10320,220,,,,,"Pieat",,,"Radiocarbon Palaeolithic Europe Database v27","Szymczak K 2000. Memoires du Musee de Prehistoire d'Ile de France 7: 273-285,. Plazza D.K. e.a. 2015. QI 370: 40-54.","from Warta river valley",
"OxA-19557","Sun Hole (2)","SunHole",,,"Late? Upper Palaeolithic (Creswellian)",,,12620,50,,,"proxiam shaft fragment of left ulna","Human ",,"Radiocarbon Palaeolithic Europe Database v27","Richards M., Hedges R. 2000. JAS 27: 1-89. Otte M., 1997. In Fagnart & Thevenin, Le Tardiglaciaire en Europe du Nord-ouest: 363. Jacobi R.M.2009. QSR 28: 1895-1913.",,
"OxA-19557","Sun Hole (2)","SunHole",,,"Late? Upper Palaeolithic (Creswellian)",,,12620,50,,,"proxiam shaft fragment of left ulna","Human ",,"Radiocarbon Palaeolithic Europe Database v27","Richards M., Hedges R. 2000. JAS 27: 1-89. Otte M., 1997. In Fagnart & Thevenin, Le Tardiglaciaire en Europe du Nord-ouest: 363. Jacobi R.M.2009. QSR 28: 1895-1913.",,
"OxA-19557","Sun Hole (2)","SunHole",,,"Late? Upper Palaeolithic (Creswellian)",,,12620,50,,,"proxiam shaft fragment of left ulna","Human ",,"Radiocarbon Palaeolithic Europe Database v27","Richards M., Hedges R. 2000. JAS 27: 1-89. Otte M., 1997. In Fagnart & Thevenin, Le Tardiglaciaire en Europe du Nord-ouest: 363. Jacobi R.M.2009. QSR 28: 1895-1913.",,
"OxA-19557","Sun Hole (2)","SunHole",,,"Late? Upper Palaeolithic (Creswellian)",,,12620,50,,,"proxiam shaft fragment of left ulna","Human ",,"Radiocarbon Palaeolithic Europe Database v27","Richards M., Hedges R. 2000. JAS 27: 1-89. Otte M., 1997. In Fagnart & Thevenin, Le Tardiglaciaire en Europe du Nord-ouest: 363. Jacobi R.M.2009. QSR 28: 1895-1913.",,
"OxA-942","Rekem","Rekem","entire site (16 clusters)",,"Federmesser / Tjongérien",,,11350,150,,,"resine ",,,"Radiocarbon Palaeolithic Europe Database v27","Otte M. & Miller R. 1999. Chronologie paléolithique du Benelux: phase récente (40-10000 BP). In: European Late Pleistocene, Isotope Stages 2 and 3: humans, their ecology & cultural adaptations, Eraul 90:","attached to a Tjonger point",
"OxA-1204","Pin Hole Cave","PinHoleCave","Cave floor surface collection",,"Late Palaeolithic, Creswellian",,,12460,160,,,"right calcaneum","Mammoth",,"Radiocarbon Palaeolithic Europe Database v27","Archaeometry 30, 1 (1988) 155 - 64",,
"OxA-14477","Sun Hole (2)","SunHole",,,"Late? Upper Palaeolithic (Creswellian)",,,12540,75,,,"right M1","Equus ferus",,"Radiocarbon Palaeolithic Europe Database v27","Richards M., Hedges R. 2000. JAS 27: 1-89. Otte M., 1997. In Fagnart & Thevenin, Le Tardiglaciaire en Europe du Nord-ouest: 363. Jacobi R.M.2009. QSR 28: 1895-1913.",,
"OxA-14477","Sun Hole (2)","SunHole",,,"Late? Upper Palaeolithic (Creswellian)",,,12540,75,,,"right M1","Equus ferus",,"Radiocarbon Palaeolithic Europe Database v27","Richards M., Hedges R. 2000. JAS 27: 1-89. Otte M., 1997. In Fagnart & Thevenin, Le Tardiglaciaire en Europe du Nord-ouest: 363. Jacobi R.M.2009. QSR 28: 1895-1913.",,
"OxA-14477","Sun Hole (2)","SunHole",,,"Late? Upper Palaeolithic (Creswellian)",,,12540,75,,,"right M1","Equus ferus",,"Radiocarbon Palaeolithic Europe Database v27","Richards M., Hedges R. 2000. JAS 27: 1-89. Otte M., 1997. In Fagnart & Thevenin, Le Tardiglaciaire en Europe du Nord-ouest: 363. Jacobi R.M.2009. QSR 28: 1895-1913.",,
"OxA-14477","Sun Hole (2)","SunHole",,,"Late? Upper Palaeolithic (Creswellian)",,,12540,75,,,"right M1","Equus ferus",,"Radiocarbon Palaeolithic Europe Database v27","Richards M., Hedges R. 2000. JAS 27: 1-89. Otte M., 1997. In Fagnart & Thevenin, Le Tardiglaciaire en Europe du Nord-ouest: 363. Jacobi R.M.2009. QSR 28: 1895-1913.",,
"OxA-1936","Pin Hole Cave","PinHoleCave",,,"Late? Upper Palaeolithic (Creswellian)",,,13050,250,,,"shed antler ","reindeer, ",,"Radiocarbon Palaeolithic Europe Database v27","Archaeometry 31, 2 (1989) 207 - 234","46/1'. LL.7998",
"Q-2935","La Riera","NA","27 upper",,"Azilian",11285,70,,,,,"Shell",,,"Radiocarbon Palaeolithic Europe Database v27","L. Straus, G. Clark, 1986, La Riera Cave, Anthropological Research Papers, 36, Tempe, Arizona.  Jones J.R. Scientific Reports volume 10, Article number: 1217 (2020",,
"OxA-V-2216-45","Trou de Chaleux","TroudeChaleux",5,,"Final Magdalenian",,,12630,55,,,"single bone","Equus cavallus arcelini ",,"Radiocarbon Palaeolithic Europe Database v27","M. Otte (dir.), 1994: Le Magdalénien du Trou de Chaleux (Hulsonniaux, Belgique). Liège, ERAUL 60. Stevens R.E. 2009. JAS 36: 653-662.","with cutmarks from cave",
"OxA-V-2216-44","Trou de Chaleux","TroudeChaleux",5,,"Final Magdalenian",,,12375,50,,,"single bone","Equus cavallus arcelini ",,"Radiocarbon Palaeolithic Europe Database v27","M. Otte (dir.), 1994: Le Magdalénien du Trou de Chaleux (Hulsonniaux, Belgique). Liège, ERAUL 60. Stevens R.E. 2009. JAS 36: 653-662.","with cutmarks from cave",
"OxA-V-2216-44","Trou de Chaleux","TroudeChaleux",5,,"Final Magdalenian",,,12375,50,,,"single bone","Equus cavallus arcelini ",,"Radiocarbon Palaeolithic Europe Database v27","M. Otte (dir.), 1994: Le Magdalénien du Trou de Chaleux (Hulsonniaux, Belgique). Liège, ERAUL 60. Stevens R.E. 2009. JAS 36: 653-662.","with cutmarks from cave",
"OxA-V-2216-44","Trou de Chaleux","TroudeChaleux",5,,"Final Magdalenian",,,12375,50,,,"single bone","Equus cavallus arcelini ",,"Radiocarbon Palaeolithic Europe Database v27","M. Otte (dir.), 1994: Le Magdalénien du Trou de Chaleux (Hulsonniaux, Belgique). Liège, ERAUL 60. Stevens R.E. 2009. JAS 36: 653-662.","with cutmarks from cave",
"OxA-V-2216-45","Trou de Chaleux","TroudeChaleux",5,,"Final Magdalenian",,,12630,55,,,"single bone","Equus cavallus arcelini ",,"Radiocarbon Palaeolithic Europe Database v27","M. Otte (dir.), 1994: Le Magdalénien du Trou de Chaleux (Hulsonniaux, Belgique). Liège, ERAUL 60. Stevens R.E. 2009. JAS 36: 653-662.","with cutmarks from cave",
"OxA-V-2216-45","Trou de Chaleux","TroudeChaleux",5,,"Final Magdalenian",,,12630,55,,,"single bone ","Equus cavallus arcelini ",,"Radiocarbon Palaeolithic Europe Database v27","M. Otte (dir.), 1994: Le Magdalénien du Trou de Chaleux (Hulsonniaux, Belgique). Liège, ERAUL 60. Stevens R.E. 2009. JAS 36: 653-662.","with cutmarks from cave",
"Q-66","Flixton II","NA",,,"Late? Upper Palaeolithic, Long Blade",10413,210,,,,,"soil",,,"Radiocarbon Palaeolithic Europe Database v27","http://intarch.ac.uk/journal/issue42/12/table1.html,  Conneller C. 2007. OXFORD JOURNAL OF ARCHAEOLOGY 26(3) 215-237. Jacobi R.M. e.a. 2009. QSR 28: 1895-1913.",,
"Q-66","Flixton II",,,,"Late? Upper Palaeolithic, Long Blade",10413,210,,,,,"soil",,,"Radiocarbon Palaeolithic Europe Database v27","http://intarch.ac.uk/journal/issue42/12/table1.html,  Conneller C. 2007. OXFORD JOURNAL OF ARCHAEOLOGY 26(3) 215-237. Jacobi R.M. e.a. 2009. QSR 28: 1895-1913.",,
"Q-66","Flixton II",,,,"Late? Upper Palaeolithic, Long Blade",10413,210,,,,,"soil",,,"Radiocarbon Palaeolithic Europe Database v27","http://intarch.ac.uk/journal/issue42/12/table1.html,  Conneller C. 2007. OXFORD JOURNAL OF ARCHAEOLOGY 26(3) 215-237. Jacobi R.M. e.a. 2009. QSR 28: 1895-1913.",,
"Q-66","Flixton II",,,,"Late? Upper Palaeolithic, Long Blade",10413,210,,,,,"soil",,,"Radiocarbon Palaeolithic Europe Database v27","http://intarch.ac.uk/journal/issue42/12/table1.html,  Conneller C. 2007. OXFORD JOURNAL OF ARCHAEOLOGY 26(3) 215-237. Jacobi R.M. e.a. 2009. QSR 28: 1895-1913.",,
"Q-66","Flixton II",,,,"Late? Upper Palaeolithic, Long Blade",10413,210,,,,,"soil",,,"Radiocarbon Palaeolithic Europe Database v27","http://intarch.ac.uk/journal/issue42/12/table1.html,  Conneller C. 2007. OXFORD JOURNAL OF ARCHAEOLOGY 26(3) 215-237. Jacobi R.M. e.a. 2009. QSR 28: 1895-1913.",,
"Q-66","Flixton II",,,,"Late? Upper Palaeolithic, Long Blade",10413,210,,,,,"soil",,,"Radiocarbon Palaeolithic Europe Database v27","http://intarch.ac.uk/journal/issue42/12/table1.html,  Conneller C. 2007. OXFORD JOURNAL OF ARCHAEOLOGY 26(3) 215-237. Jacobi R.M. e.a. 2009. QSR 28: 1895-1913.",,
"CAR-1026","Starr Carr","StarCarr",,,"Undetermined Mesolithic",,,9680,110,,,"soil",,,"Radiocarbon Palaeolithic Europe Database v27","http://discovery.ucl.ac.uk/1469811/",,
"CAR-1021","Starr Carr","StarCarr",,,"Undetermined Mesolithic",,,11010,120,,,"soil",,,"Radiocarbon Palaeolithic Europe Database v27","http://discovery.ucl.ac.uk/1469811/",,
"CAR-1020","Starr Carr","StarCarr",,,"Undetermined Mesolithic",,,9720,80,,,"soil",,,"Radiocarbon Palaeolithic Europe Database v27","http://discovery.ucl.ac.uk/1469811/",,
"CAR-1024","Starr Carr","StarCarr",,,"Undetermined Mesolithic",,,9540,110,,,"soil",,,"Radiocarbon Palaeolithic Europe Database v27","http://discovery.ucl.ac.uk/1469811/",,
"CAR-1024","Starr Carr","StarCarr",,,"Undetermined Mesolithic",,,9540,110,,,"soil",,,"Radiocarbon Palaeolithic Europe Database v27","http://discovery.ucl.ac.uk/1469811/",,
"CAR-1047","Starr Carr","StarCarr",,,"Undetermined Mesolithic",,,9690,110,,,"soil",,,"Radiocarbon Palaeolithic Europe Database v27","http://discovery.ucl.ac.uk/1469811/",,
"CAR-1024","Starr Carr","StarCarr",,,"Undetermined Mesolithic",,,9540,110,,,"soil",,,"Radiocarbon Palaeolithic Europe Database v27","http://discovery.ucl.ac.uk/1469811/",,
"CAR-1051","Starr Carr","StarCarr",,,"Undetermined Mesolithic",,,10010,80,,,"soil",,,"Radiocarbon Palaeolithic Europe Database v27","http://discovery.ucl.ac.uk/1469811/",,
"CAR-1051","Starr Carr","StarCarr",,,"Undetermined Mesolithic",,,10010,80,,,"soil",,,"Radiocarbon Palaeolithic Europe Database v27","http://discovery.ucl.ac.uk/1469811/",,
"CAR-1047","Starr Carr","StarCarr",,,"Undetermined Mesolithic",,,9690,110,,,"soil",,,"Radiocarbon Palaeolithic Europe Database v27","http://discovery.ucl.ac.uk/1469811/",,
"CAR-1047","Starr Carr","StarCarr",,,"Undetermined Mesolithic",,,9690,110,,,"soil",,,"Radiocarbon Palaeolithic Europe Database v27","http://discovery.ucl.ac.uk/1469811/",,
"CAR-1026","Starr Carr","StarCarr",,,"Undetermined Mesolithic",,,9680,110,,,"soil",,,"Radiocarbon Palaeolithic Europe Database v27","http://discovery.ucl.ac.uk/1469811/",,
"CAR-1047","Starr Carr","StarCarr",,,"Undetermined Mesolithic",,,9690,110,,,"soil",,,"Radiocarbon Palaeolithic Europe Database v27","http://discovery.ucl.ac.uk/1469811/",,
"CAR-1026","Starr Carr","StarCarr",,,"Undetermined Mesolithic",,,9680,110,,,"soil",,,"Radiocarbon Palaeolithic Europe Database v27","http://discovery.ucl.ac.uk/1469811/",,
"CAR-1021","Starr Carr","StarCarr",,,"Undetermined Mesolithic",,,11010,120,,,"soil",,,"Radiocarbon Palaeolithic Europe Database v27","http://discovery.ucl.ac.uk/1469811/",,
"CAR-1024","Starr Carr","StarCarr",,,"Undetermined Mesolithic",,,9540,110,,,"soil",,,"Radiocarbon Palaeolithic Europe Database v27","http://discovery.ucl.ac.uk/1469811/",,
"CAR-1020","Starr Carr","StarCarr",,,"Undetermined Mesolithic",,,9720,80,,,"soil",,,"Radiocarbon Palaeolithic Europe Database v27","http://discovery.ucl.ac.uk/1469811/",,
"CAR-1021","Starr Carr","StarCarr",,,"Undetermined Mesolithic",,,11010,120,,,"soil",,,"Radiocarbon Palaeolithic Europe Database v27","http://discovery.ucl.ac.uk/1469811/",,
"CAR-1026","Starr Carr","StarCarr",,,"Undetermined Mesolithic",,,9680,110,,,"soil",,,"Radiocarbon Palaeolithic Europe Database v27","http://discovery.ucl.ac.uk/1469811/",,
"CAR-1047","Starr Carr","StarCarr",,,"Undetermined Mesolithic",,,9690,110,,,"soil",,,"Radiocarbon Palaeolithic Europe Database v27","http://discovery.ucl.ac.uk/1469811/",,
"CAR-1051","Starr Carr","StarCarr",,,"Undetermined Mesolithic",,,10010,80,,,"soil",,,"Radiocarbon Palaeolithic Europe Database v27","http://discovery.ucl.ac.uk/1469811/",,
"CAR-1024","Starr Carr","StarCarr",,,"Undetermined Mesolithic",,,9540,110,,,"soil",,,"Radiocarbon Palaeolithic Europe Database v27","http://discovery.ucl.ac.uk/1469811/",,
"CAR-1051","Starr Carr","StarCarr",,,"Undetermined Mesolithic",,,10010,80,,,"soil",,,"Radiocarbon Palaeolithic Europe Database v27","http://discovery.ucl.ac.uk/1469811/",,
"CAR-1051","Starr Carr","StarCarr",,,"Undetermined Mesolithic",,,10010,80,,,"soil",,,"Radiocarbon Palaeolithic Europe Database v27","http://discovery.ucl.ac.uk/1469811/",,
"CAR-1047","Starr Carr","StarCarr",,,"Undetermined Mesolithic",,,9690,110,,,"soil",,,"Radiocarbon Palaeolithic Europe Database v27","http://discovery.ucl.ac.uk/1469811/",,
"CAR-1026","Starr Carr","StarCarr",,,"Undetermined Mesolithic",,,9680,110,,,"soil",,,"Radiocarbon Palaeolithic Europe Database v27","http://discovery.ucl.ac.uk/1469811/",,
"CAR-1021","Starr Carr","StarCarr",,,"Undetermined Mesolithic",,,11010,120,,,"soil",,,"Radiocarbon Palaeolithic Europe Database v27","http://discovery.ucl.ac.uk/1469811/",,
"CAR-1020","Starr Carr","StarCarr",,,"Undetermined Mesolithic",,,9720,80,,,"soil",,,"Radiocarbon Palaeolithic Europe Database v27","http://discovery.ucl.ac.uk/1469811/",,
"CAR-1021","Starr Carr","StarCarr",,,"Undetermined Mesolithic",,,11010,120,,,"soil",,,"Radiocarbon Palaeolithic Europe Database v27","http://discovery.ucl.ac.uk/1469811/",,
"CAR-1020","Starr Carr","StarCarr",,,"Undetermined Mesolithic",,,9720,80,,,"soil",,,"Radiocarbon Palaeolithic Europe Database v27","http://discovery.ucl.ac.uk/1469811/",,
